Name;Surname;Username;Email alias;Managerial level;Manager;Office;OU Level 1 - Country;OU Level 2 - Office;Password;Groups;Owner of groups
Kimberly;Rivera;KimRiv01;Kimberly.Rivera@contoso.com;6;WesHol01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo53,GroupNo85,GroupNo124;
Matteo;Cameron;MatCam01;Matteo.Cameron@contoso.com;6;EddVin01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo109,GroupNo122;
Lawrence;Barker;LawBar01;Lawrence.Barker@contoso.com;6;LuiMit01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo12,GroupNo112;
Peter;Freeman;PetFre01;Peter.Freeman@contoso.com;6;JesHur01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo234;
Leandro;Terrell;LeaTer01;Leandro.Terrell@contoso.com;6;JesDal01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo34,GroupNo81,GroupNo110;
Colette;Forbes;ColFor01;Colette.Forbes@contoso.com;6;RemWat01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo13,GroupNo31,GroupNo89,GroupNo204;
Lennon;Rush;LenRus01;Lennon.Rush@contoso.com;6;CamHow01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo55,GroupNo158,GroupNo164;
Sariah;Romero;SarRom01;Sariah.Romero@contoso.com;6;MeaDan01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo163,GroupNo169,GroupNo174;
Azrael;Dixon;AzrDix01;Azrael.Dixon@contoso.com;6;IsaHes01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo115;
Franco;Alford;FraAlf01;Franco.Alford@contoso.com;6;DamGut01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo4,GroupNo211,Domain Users;
Hunter;Greer;HunGre01;Hunter.Greer@contoso.com;6;JayHol01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo49,GroupNo102,GroupNo107,GroupNo124;
Antonio;Marshall;AntMar01;Antonio.Marshall@contoso.com;6;BraMul01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo172;
Dana;Maldonado;DanMal01;Dana.Maldonado@contoso.com;6;MigRob01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Adalyn;Abbott;AdaAbb01;Adalyn.Abbott@contoso.com;6;WinMat01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo12,GroupNo87,GroupNo217;
Lilly;Ferrell;LilFer01;Lilly.Ferrell@contoso.com;6;MalOwe01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo101,GroupNo166;
Richard;Gilbert;RicGil01;Richard.Gilbert@contoso.com;6;RilGib01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo174;
Anahi;Bright;AnaBri01;Anahi.Bright@contoso.com;6;LylBen01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo45,GroupNo91;
Maurice;Wade;MauWad01;Maurice.Wade@contoso.com;6;MadMci01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo89,GroupNo161;
Tiana;Roth;TiaRot01;Tiana.Roth@contoso.com;6;ArtFly01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo133;
Niko;Goodman;NikGoo01;Niko.Goodman@contoso.com;6;ColEst01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
Bella;Puckett;BelPuc01;Bella.Puckett@contoso.com;6;CryNol01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo133;
Kayden;Greer;KayGre01;Kayden.Greer@contoso.com;6;AliShe01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo34,GroupNo49,GroupNo160,GroupNo200;
Abraham;Strong;AbrStr01;Abraham.Strong@contoso.com;6;LeaCol01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo26,GroupNo169,GroupNo222;
Jayson;Campbell;JayCam01;Jayson.Campbell@contoso.com;6;ChaBen01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Finnley;Garner;FinGar01;Finnley.Garner@contoso.com;6;RivMor01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;GroupNo120
Houston;Wiggins;HouWig01;Houston.Wiggins@contoso.com;6;HarSwa01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo39;
Jairo;Schmidt;JaiSch01;Jairo.Schmidt@contoso.com;6;JazBat01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Oakley;Weeks;OakWee01;Oakley.Weeks@contoso.com;6;AbdLeo01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo160;GroupNo159
Sutton;Ramirez;SutRam01;Sutton.Ramirez@contoso.com;6;DarPal01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Marcos;Foley;MarFol01;Marcos.Foley@contoso.com;6;BreDud01;New York;United States;New York;Zaq12wsx;Office license,Domain Users;
Alec;Riddle;AleRid01;Alec.Riddle@contoso.com;6;MigRob01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo128,GroupNo191,GroupNo195;
Ariel;Smith;AriSmi01;Ariel.Smith@contoso.com;6;LonBuc01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo51,GroupNo186;
Enzo;Jacobs;EnzJac01;Enzo.Jacobs@contoso.com;6;TheGla01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo88,GroupNo97;
Elsie;Moore;ElsMoo01;Elsie.Moore@contoso.com;6;VanWal01;New York;United States;New York;Zaq12wsx;Office license,Domain Users;
Leia;Le;LeiLe01;Leia.Le@contoso.com;6;ZanJac01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo130;
Franklin;Taylor;FraTay01;Franklin.Taylor@contoso.com;6;LeyEll01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo12,GroupNo85,GroupNo166,GroupNo212;
Elisha;Donaldson;EliDon01;Elisha.Donaldson@contoso.com;6;MasWag01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo20,GroupNo227;
Zainab;Hester;ZaiHes01;Zainab.Hester@contoso.com;6;HopBar01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo42,GroupNo74;
Jolie;Cantrell;JolCan01;Jolie.Cantrell@contoso.com;6;DawSte01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo34;
Anne;Lowe;AnnLow01;Anne.Lowe@contoso.com;6;HarGom01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo53,GroupNo192;
Mercy;Dixon;MerDix01;Mercy.Dixon@contoso.com;6;CamHow01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo19,GroupNo52,GroupNo73,GroupNo149,GroupNo215,GroupNo234;
Magnolia;Parker;MagPar01;Magnolia.Parker@contoso.com;6;LenSte01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo11,GroupNo36;
Seven;Savage;SevSav01;Seven.Savage@contoso.com;6;LioRiv01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo34;
Ahmed;Lane;AhmLan01;Ahmed.Lane@contoso.com;6;LioRiv01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo52,GroupNo119,GroupNo217;
Isaiah;Frazier;IsaFra01;Isaiah.Frazier@contoso.com;6;MayWil01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo173;
Rayna;Hicks;RayHic01;Rayna.Hicks@contoso.com;6;FioAtk01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo167,GroupNo186;
Baker;Pollard;BakPol01;Baker.Pollard@contoso.com;6;TriBur01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo169,GroupNo230;
Helen;Hensley;HelHen01;Helen.Hensley@contoso.com;6;HopBar01;London;England;London;Zaq12wsx;Office license,Domain Users;
Danny;Hickman;DanHic01;Danny.Hickman@contoso.com;6;DaxCur01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Enoch;Mcconnell;EnoMcc01;Enoch.Mcconnell@contoso.com;6;AyaKim01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo171,GroupNo178,GroupNo221;
Royalty;Wheeler;RoyWhe01;Royalty.Wheeler@contoso.com;6;SawRob01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Evangeline;Oneill;EvaOne01;Evangeline.Oneill@contoso.com;6;ArmCar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo216;
Zuri;Brown;ZurBro01;Zuri.Brown@contoso.com;6;GaeLeb01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo45,GroupNo102;
Fallon;Gonzales;FalGon01;Fallon.Gonzales@contoso.com;6;FraBur01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo60,GroupNo108,GroupNo119;
Amelie;Mayer;AmeMay01;Amelie.Mayer@contoso.com;6;IraMcl01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo78;
Lia;Watkins;LiaWat01;Lia.Watkins@contoso.com;6;CatDec01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo27,GroupNo67,GroupNo143;
Erin;Watts;EriWat01;Erin.Watts@contoso.com;6;EllHic01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo28,GroupNo58,GroupNo105,GroupNo151,GroupNo153,GroupNo169,GroupNo208;
Tristan;Sawyer;TriSaw01;Tristan.Sawyer@contoso.com;6;JewGil01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo116;
Maliyah;Finley;MalFin01;Maliyah.Finley@contoso.com;6;PeyPer01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo79;
Sasha;Cherry;SasChe01;Sasha.Cherry@contoso.com;6;AbeCla01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo89,GroupNo96,GroupNo138;
Brinley;Nguyen;BriNgu01;Brinley.Nguyen@contoso.com;6;PreHow01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo122;
Christina;Ballard;ChrBal01;Christina.Ballard@contoso.com;6;MarMay01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo73;
Alaya;Welch;AlaWel02;Alaya.Welch02@contoso.com;6;TatSua01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo196,GroupNo215,Developers;
Cristian;Alexander;CriAle01;Cristian.Alexander@contoso.com;6;MiaGof01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo154;
Erin;Newman;EriNew01;Erin.Newman@contoso.com;6;MylBur01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo37,GroupNo216,Developers;
Adelaide;Stein;AdeSte01;Adelaide.Stein@contoso.com;6;HayCer01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo20,GroupNo38,GroupNo88,GroupNo209;GroupNo105
Skyler;Barr;SkyBar02;Skyler.Barr02@contoso.com;6;JoaGri01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo11,GroupNo38,GroupNo72,GroupNo152,GroupNo185;
Madalyn;Rowland;MadRow01;Madalyn.Rowland@contoso.com;6;HayTan01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo114,GroupNo221;
Faith;Sykes;FaiSyk01;Faith.Sykes@contoso.com;6;MadBre01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo50;
Cleo;Reeves;CleRee01;Cleo.Reeves@contoso.com;6;CasGar01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo56,GroupNo82,GroupNo101;
Kalani;Burke;KalBur01;Kalani.Burke@contoso.com;6;MarMay01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo132,GroupNo181;
Eve;Poole;EvePoo01;Eve.Poole@contoso.com;6;KayPop01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo48,GroupNo153,GroupNo200,GroupNo220;
Gary;Cash;GarCas01;Gary.Cash@contoso.com;6;TobKen01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo61,GroupNo75,GroupNo91,GroupNo226;
Uriel;Leach;UriLea01;Uriel.Leach@contoso.com;6;JonCar01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo8,GroupNo107,GroupNo190,GroupNo218;
Azariah;George;AzaGeo01;Azariah.George@contoso.com;6;LanWil02;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo19,GroupNo81;
Legacy;Velez;LegVel01;Legacy.Velez@contoso.com;6;JosHur01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo73,GroupNo192;
Josiah;Price;JosPri01;Josiah.Price@contoso.com;6;OdiAda01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo197,GroupNo218;
Julianna;Perez;JulPer01;Julianna.Perez@contoso.com;6;RebCha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo123;GroupNo2
Kristopher;House;KriHou01;Kristopher.House@contoso.com;6;AddRam01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo142,GroupNo162;
Quinn;Ashley;QuiAsh01;Quinn.Ashley@contoso.com;6;HarGom01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
Kimber;Jones;KimJon01;Kimber.Jones@contoso.com;6;JorWhi01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo35,GroupNo90,GroupNo152,GroupNo177;
Mitchell;Cleveland;MitCle01;Mitchell.Cleveland@contoso.com;6;MerBuc01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo23,GroupNo110;
Saint;Santana;SaiSan01;Saint.Santana@contoso.com;6;MadMye01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo68,GroupNo220;
Mae;Mcdaniel;MaeMcd01;Mae.Mcdaniel@contoso.com;6;JaxHaw01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo20,GroupNo43,GroupNo121,GroupNo180;
Wesley;Patrick;WesPat01;Wesley.Patrick@contoso.com;6;RowLyn01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo15,GroupNo165;
Nancy;Puckett;NanPuc01;Nancy.Puckett@contoso.com;6;BriHol01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo144,GroupNo203;
Rohan;Rollins;RohRol01;Rohan.Rollins@contoso.com;6;HadMcd01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo128;
Jaxton;Kirkland;JaxKir01;Jaxton.Kirkland@contoso.com;6;MarBar01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo43,GroupNo76,GroupNo98,GroupNo153,GroupNo164;
Evangeline;Byrd;EvaByr01;Evangeline.Byrd@contoso.com;6;KamCal02;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo88;
Madelyn;Dale;MadDal01;Madelyn.Dale@contoso.com;6;HarSwa01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Bristol;Cline;BriCli01;Bristol.Cline@contoso.com;6;YasRob01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo76,GroupNo121;
Izabella;Gonzales;IzaGon02;Izabella.Gonzales02@contoso.com;6;IsaHub01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo31;
Sutton;Small;SutSma01;Sutton.Small@contoso.com;6;ReeSul01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo184;
Ali;Meadows;AliMea01;Ali.Meadows@contoso.com;6;YarJac01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo5,GroupNo7,GroupNo67;
Annabella;Sexton;AnnSex01;Annabella.Sexton@contoso.com;6;ElaMcp01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo156,GroupNo171;
Rachel;Ball;RacBal01;Rachel.Ball@contoso.com;6;ChaGat01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo21,GroupNo27,GroupNo79,GroupNo135;
Anders;Bass;AndBas01;Anders.Bass@contoso.com;6;JayHol01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Nathaniel;Solis;NatSol01;Nathaniel.Solis@contoso.com;6;AriBri01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo80;
Kayson;Sweeney;KaySwe01;Kayson.Sweeney@contoso.com;6;AdaPau01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo58,IT Support;
Miley;Higgins;MilHig01;Miley.Higgins@contoso.com;6;JulTho01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo79,GroupNo82,GroupNo219;
Allan;Nichols;AllNic01;Allan.Nichols@contoso.com;6;ElaMcp01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo48,GroupNo71,GroupNo91;
Emilio;Fulton;EmiFul01;Emilio.Fulton@contoso.com;6;AliSto01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo225;
Gustavo;Owen;GusOwe01;Gustavo.Owen@contoso.com;6;LenWig01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo156,GroupNo208;
Hamza;Vance;HamVan01;Hamza.Vance@contoso.com;6;JudMit01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,IT Support;
Juliana;Mcneil;JulMcn01;Juliana.Mcneil@contoso.com;6;DorLun01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo64,GroupNo67,GroupNo130,GroupNo131,GroupNo146,GroupNo178;
Theo;Harding;TheHar01;Theo.Harding@contoso.com;6;EmeCar01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo10,GroupNo129;
Ezra;Landry;EzrLan01;Ezra.Landry@contoso.com;6;LeaMon01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo6,GroupNo31,GroupNo70,GroupNo205;
Fallon;Stone;FalSto01;Fallon.Stone@contoso.com;6;JaxDel01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Kendrick;Rhodes;KenRho01;Kendrick.Rhodes@contoso.com;6;AyaKim01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo55,GroupNo87;
Melanie;Humphrey;MelHum01;Melanie.Humphrey@contoso.com;6;HowHen01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo138,GroupNo171;GroupNo34
Elsie;Schneider;ElsSch01;Elsie.Schneider@contoso.com;6;JudMit01;New York;United States;New York;Zaq12wsx;Office license,Domain Users;
Iliana;Petty;IliPet01;Iliana.Petty@contoso.com;6;JunChe01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Thea;Dixon;TheDix01;Thea.Dixon@contoso.com;6;RosLar01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo29,GroupNo81,GroupNo120;
Kayson;Santiago;KaySan01;Kayson.Santiago@contoso.com;6;AliSla01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo110,GroupNo216;
Huxley;Roman;HuxRom01;Huxley.Roman@contoso.com;6;JunChe01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo35,GroupNo124,GroupNo186;
Wes;Oconnor;WesOco01;Wes.Oconnor@contoso.com;6;KamCal02;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo119,GroupNo191;
Nathanael;Fry;NatFry01;Nathanael.Fry@contoso.com;6;HouOch01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo225;
Dakari;Ellis;DakEll01;Dakari.Ellis@contoso.com;6;JefCas01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo15,GroupNo98,GroupNo127,GroupNo190,GroupNo213;
Braxton;Landry;BraLan01;Braxton.Landry@contoso.com;6;FraBla01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo97;
Kimora;Brewer;KimBre01;Kimora.Brewer@contoso.com;6;LeyEll01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo106,GroupNo185;
Teresa;Lawson;TerLaw01;Teresa.Lawson@contoso.com;6;MadMye01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Lara;Kirkland;LarKir01;Lara.Kirkland@contoso.com;6;NicAgu01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo130,GroupNo159,GroupNo199;
Freyja;Kelly;FreKel01;Freyja.Kelly@contoso.com;6;DakDav01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo85,GroupNo124,GroupNo160;
Wesson;Reyes;WesRey01;Wesson.Reyes@contoso.com;6;JoaMck01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo234;
Elaine;Chambers;ElaCha01;Elaine.Chambers@contoso.com;6;TiaHol01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo30,GroupNo60,GroupNo78,GroupNo111,GroupNo223;GroupNo210
Carly;Rush;CarRus01;Carly.Rush@contoso.com;6;TorCra01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo8,GroupNo10,GroupNo53,GroupNo116,GroupNo125;
Noemi;Miranda;NoeMir01;Noemi.Miranda@contoso.com;6;KabRod01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users;
Graysen;Jenkins;GraJen01;Graysen.Jenkins@contoso.com;6;LinNor01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo136,GroupNo190;
Saylor;Lang;SayLan01;Saylor.Lang@contoso.com;6;AleRod01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo196;
Jude;Morrow;JudMor01;Jude.Morrow@contoso.com;6;NatLaw01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;GroupNo94
Clarissa;Gill;ClaGil01;Clarissa.Gill@contoso.com;6;CamHow01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo227;
Kamari;Aguirre;KamAgu01;Kamari.Aguirre@contoso.com;6;WynBis01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo137;
Kinsley;Levine;KinLev01;Kinsley.Levine@contoso.com;6;RonBuc01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo55,GroupNo65,GroupNo192;
Jay;Massey;JayMas01;Jay.Massey@contoso.com;6;AliCon01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo176,GroupNo199;
Blaire;Rich;BlaRic01;Blaire.Rich@contoso.com;6;MylCob01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo58,GroupNo140;
Nia;Drake;NiaDra01;Nia.Drake@contoso.com;6;KayPop01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo22,GroupNo29,GroupNo37,GroupNo97,GroupNo216;
Rosemary;Bray;RosBra01;Rosemary.Bray@contoso.com;6;LilBro01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
David;Tyson;DavTys01;David.Tyson@contoso.com;6;BenWeb01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo58,GroupNo185,GroupNo199;
Kamari;Neal;KamNea01;Kamari.Neal@contoso.com;6;RyaPow01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo39,GroupNo67,GroupNo100;
Orion;Wooten;OriWoo01;Orion.Wooten@contoso.com;6;KelSch01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo86,GroupNo100,GroupNo104,GroupNo115;
Adriel;Goff;AdrGof01;Adriel.Goff@contoso.com;6;MatDom01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo184;
Joy;Holder;JoyHol01;Joy.Holder@contoso.com;6;HenDon01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Mariana;Campos;MarCam02;Mariana.Campos02@contoso.com;6;CleSex01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo116;
Evie;Edwards;EviEdw01;Evie.Edwards@contoso.com;6;BlaFle01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo1,GroupNo115,GroupNo182,GroupNo203,GroupNo204;
Gracie;Rivera;GraRiv01;Gracie.Rivera@contoso.com;6;EllTyl01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo62,GroupNo126,GroupNo182,GroupNo214;
Taliyah;Mccarthy;TalMcc01;Taliyah.Mccarthy@contoso.com;6;AyaKim01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo102;
Kyle;Collier;KylCol01;Kyle.Collier@contoso.com;6;RheMay01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo57,GroupNo120,GroupNo148;
Aya;Hurst;AyaHur01;Aya.Hurst@contoso.com;6;RilGib01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo65;
Emmaline;Ortiz;EmmOrt01;Emmaline.Ortiz@contoso.com;6;AniHur01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
Ahmed;Wilkinson;AhmWil01;Ahmed.Wilkinson@contoso.com;6;KeiMil01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Kinley;Richmond;KinRic01;Kinley.Richmond@contoso.com;6;LegBuc01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo29,GroupNo110,GroupNo139,GroupNo170,GroupNo228;
Avianna;Pearson;AviPea01;Avianna.Pearson@contoso.com;6;MalJac01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo24,GroupNo134;GroupNo191
Mario;Potter;MarPot01;Mario.Potter@contoso.com;6;HopTra01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Samara;Ellis;SamEll01;Samara.Ellis@contoso.com;6;KeaWal01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo140,GroupNo219;
Elle;Maynard;EllMay01;Elle.Maynard@contoso.com;6;CelSho01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo106,GroupNo130,GroupNo146;
Della;Hopkins;DelHop01;Della.Hopkins@contoso.com;6;MadLar01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo2,GroupNo108;
Jackson;Monroe;JacMon01;Jackson.Monroe@contoso.com;6;TriCun01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo139;
